municipio,uf,regiao,ano,meta,target
Urupema,SC,Sul,2024,80.0,0
Dirceu Arcoverde,PI,Nordeste,2024,40.14,0
Presidente Dutra,BA,Nordeste,2024,28.43,0
Itaporã do Tocantins,TO,Norte,2024,66.76,0
Madre de Deus,BA,Nordeste,2024,46.9,0
Itapebi,BA,Nordeste,2024,21.57,1
Riacho da Cruz,RN,Nordeste,2024,32.22,1
Erebango,RS,Sul,2024,74.36,0
São José do Sul,RS,Sul,2024,80.0,0
Glória,BA,Nordeste,2024,42.59,0
Jaboticaba,RS,Sul,2024,80.0,0
General Maynard,SE,Nordeste,2024,27.09,0
São Vendelino,RS,Sul,2024,80.0,0
Alvarenga,MG,Sudeste,2024,45.84,1
Santa Luzia,BA,Nordeste,2024,40.34,0
São Martinho da Serra,RS,Sul,2024,77.0,0
Itaporã,MS,Centro-Oeste,2024,70.79,0
Caiçara do Norte,RN,Nordeste,2024,38.23,0
André da Rocha,RS,Sul,2024,70.55,0
Martins,RN,Nordeste,2024,47.7,1
Antônio Prado de Minas,MG,Sudeste,2024,78.78,1
Nísia Floresta,RN,Nordeste,2024,39.14,0
Santa Isabel do Rio Negro,AM,Norte,2024,33.91,1
Muquém de São Francisco,BA,Nordeste,2024,38.02,0
Mato Castelhano,RS,Sul,2024,77.01,0
Arroio do Padre,RS,Sul,2024,80.0,0
Conde,BA,Nordeste,2024,46.79,0
Itapirapuã Paulista,SP,Sudeste,2024,51.28,0
Cuitegi,PB,Nordeste,2024,36.38,0
Careiro da Várzea,AM,Norte,2024,44.52,0
Miraguaí,RS,Sul,2024,79.13,0
Poxoréo,MT,Centro-Oeste,2024,52.47,0
Rio Grande da Serra,SP,Sudeste,2024,38.67,1
São Bento do Trairí,RN,Nordeste,2024,40.24,0
Nazaré,TO,Norte,2024,51.46,0
Várzea Branca,PI,Nordeste,2024,33.18,0
São João das Missões,MG,Sudeste,2024,47.08,0
Currais Novos,RN,Nordeste,2024,47.33,0
Carrasco Bonito,TO,Norte,2024,40.93,0
Alenquer,PA,Norte,2024,43.05,1
Bocaina,PI,Nordeste,2024,80.0,0
Juruti,PA,Norte,2024,54.21,0
Santa Isabel do Rio Negro,AM,Norte,2024,33.91,1
Cerro Negro,SC,Sul,2024,36.07,1
Jussiape,BA,Nordeste,2024,39.08,0
Central,BA,Nordeste,2024,37.9,0
São Martinho da Serra,RS,Sul,2024,77.0,0
São José da Vitória,BA,Nordeste,2024,38.32,0
Ibiquera,BA,Nordeste,2024,27.17,0
Ataléia,MG,Sudeste,2024,69.2,0
Chuí,RS,Sul,2024,54.93,0
Lindolfo Collor,RS,Sul,2024,69.56,0
Mascote,BA,Nordeste,2024,29.51,0
Belo Campo,BA,Nordeste,2024,52.89,0
Extremoz,RN,Nordeste,2024,53.23,0
Barra dos Coqueiros,SE,Nordeste,2024,29.32,0
Malhada dos Bois,SE,Nordeste,2024,46.27,0
Pedro Velho,RN,Nordeste,2024,23.8,0
Vale de São Domingos,MT,Centro-Oeste,2024,53.92,0
Aurelino Leal,BA,Nordeste,2024,48.61,0
Santa Isabel do Rio Negro,AM,Norte,2024,33.91,1
Antônio Gonçalves,BA,Nordeste,2024,39.52,0
São José dos Ramos,PB,Nordeste,2024,62.36,0
Calçoene,AP,Norte,2024,41.81,1
São José do Bonfim,PB,Nordeste,2024,18.06,1
Milton Brandão,PI,Nordeste,2024,44.03,0
Consolação,MG,Sudeste,2024,65.38,0
Caranaíba,MG,Sudeste,2024,71.59,1
Tavares,RS,Sul,2024,68.03,0
Itiruçu,BA,Nordeste,2024,39.79,0
Ponte Alta,SC,Sul,2024,47.14,0
Nova Cruz,RN,Nordeste,2024,37.61,0
São Cristóvão,SE,Nordeste,2024,59.87,0
Barra do Turvo,SP,Sudeste,2024,80.0,0
Erebango,RS,Sul,2024,74.36,0
São Domingos,SE,Nordeste,2024,36.7,0
Catolândia,BA,Nordeste,2024,16.24,1
São Gabriel da Cachoeira,AM,Norte,2024,43.12,0
Janduís,RN,Nordeste,2024,30.69,1
Bom Princípio,RS,Sul,2024,74.68,0
Rondolândia,MT,Centro-Oeste,2024,36.18,1
São Sebastião do Uatumã,AM,Norte,2024,56.43,0
Pinheiro Machado,RS,Sul,2024,69.19,0
Boa Vista do Incra,RS,Sul,2024,72.67,0
Lavras do Sul,RS,Sul,2024,61.56,0
Barra do Quaraí,RS,Sul,2024,64.15,0
Inhacorá,RS,Sul,2024,65.51,0
Muitos Capões,RS,Sul,2024,70.55,0
Conceição do Araguaia,PA,Norte,2024,45.08,1
Japorã,MS,Centro-Oeste,2024,18.91,1
Caibi,SC,Sul,2024,76.16,0
Olho d'Água do Casado,AL,Nordeste,2024,41.05,0
São Pedro do Sul,RS,Sul,2024,77.57,0
Santana do Seridó,RN,Nordeste,2024,56.91,0
Marcelino Vieira,RN,Nordeste,2024,34.1,0
Taquaral,SP,Sudeste,2024,75.76,0
Cambará do Sul,RS,Sul,2024,63.31,1
Areia de Baraúnas,PB,Nordeste,2024,32.22,1
Mar Vermelho,AL,Nordeste,2024,62.46,0
Quaraí,RS,Sul,2024,58.95,0
Pratápolis,MG,Sudeste,2024,65.46,0
Potiraguá,BA,Nordeste,2024,35.06,0
Ibiracatu,MG,Sudeste,2024,66.87,0
Cedro de São João,SE,Nordeste,2024,29.4,1
Mulungu do Morro,BA,Nordeste,2024,29.66,0
Socorro do Piauí,PI,Nordeste,2024,70.3,0
Aparecida do Rio Negro,TO,Norte,2024,37.16,0
Maruim,SE,Nordeste,2024,28.54,1
Miravânia,MG,Sudeste,2024,46.9,0
Santo Antônio do Tauá,PA,Norte,2024,32.94,0
Bocaina do Sul,SC,Sul,2024,45.49,0
Santo Amaro das Brotas,SE,Nordeste,2024,41.37,0
Matias Cardoso,MG,Sudeste,2024,44.2,0
Japorã,MS,Centro-Oeste,2024,18.91,1
Campo Belo do Sul,SC,Sul,2024,47.83,1
Ourolândia,BA,Nordeste,2024,29.85,1
Entre Rios do Sul,RS,Sul,2024,79.55,0
Nova Belém,MG,Sudeste,2024,54.93,0
Manoel Vitorino,BA,Nordeste,2024,45.86,0
São José do Ouro,RS,Sul,2024,65.42,0
Bodó,RN,Nordeste,2024,67.45,0
Amparo de São Francisco,SE,Nordeste,2024,47.31,1
Barra Funda,RS,Sul,2024,70.55,0
Canelinha,SC,Sul,2024,62.71,0
Formigueiro,RS,Sul,2024,80.0,0
Unistalda,RS,Sul,2024,62.33,1
Itacuruba,PE,Nordeste,2024,67.28,0
Itapipoca,CE,Nordeste,2024,80.0,0
São João do Sabugi,RN,Nordeste,2024,54.48,0
Pinhão,SE,Nordeste,2024,22.98,1
Japorã,MS,Centro-Oeste,2024,18.91,1
Mar de Espanha,MG,Sudeste,2024,59.0,0
Jaú do Tocantins,TO,Norte,2024,64.21,0
Vista Serrana,PB,Nordeste,2024,49.87,1
Esteio,RS,Sul,2024,66.11,0
Janduís,RN,Nordeste,2024,30.69,1
São Domingos do Capim,PA,Norte,2024,37.87,0
Boquim,SE,Nordeste,2024,29.96,1
Condado,PB,Nordeste,2024,60.18,0
Muçum,RS,Sul,2024,55.68,0
Maçambará,RS,Sul,2024,69.08,0
José Boiteux,SC,Sul,2024,43.68,0
Nova Rosalândia,TO,Norte,2024,39.14,1
Unistalda,RS,Sul,2024,62.33,0
Urupema,SC,Sul,2024,80.0,0
Iguape,SP,Sudeste,2024,60.97,1
Rodelas,BA,Nordeste,2024,30.48,1
Silveira Martins,RS,Sul,2024,68.83,0
Ipueiras,TO,Norte,2024,34.46,0
Canhoba,SE,Nordeste,2024,51.04,1
São Roberto,MA,Nordeste,2024,53.44,0
Pedra Mole,SE,Nordeste,2024,52.91,0
Nova Palma,RS,Sul,2024,80.0,0
Santa Rosa de Lima,SE,Nordeste,2024,32.22,0
Boquim,SE,Nordeste,2024,29.96,1
Santo Expedito do Sul,RS,Sul,2024,80.0,0
Vista Alegre,RS,Sul,2024,80.0,0
Ielmo Marinho,RN,Nordeste,2024,47.4,0
Unistalda,RS,Sul,2024,62.33,0
Rafael Fernandes,RN,Nordeste,2024,59.65,0
Cerrito,RS,Sul,2024,75.82,0
Senador José Porfírio,PA,Norte,2024,40.12,0
Itaúna do Sul,PR,Sul,2024,77.77,0
Santa Cecília do Sul,RS,Sul,2024,75.76,0
Fortaleza dos Valos,RS,Sul,2024,80.0,0
Santa Filomena do Maranhão,MA,Nordeste,2024,43.08,0
Santo Antônio das Missões,RS,Sul,2024,74.48,0
Dois Irmãos do Buriti,MS,Centro-Oeste,2024,44.63,0
Jaboticaba,RS,Sul,2024,80.0,0
Santo Antônio do Palma,RS,Sul,2024,73.44,0
Sertão Santana,RS,Sul,2024,75.57,0
Erebango,RS,Sul,2024,74.36,0
Morro Reuter,RS,Sul,2024,56.24,1
Barros Cassal,RS,Sul,2024,55.82,0
Santana do Matos,RN,Nordeste,2024,28.87,1
Jandaíra,RN,Nordeste,2024,37.5,0
Várzea do Poço,BA,Nordeste,2024,50.5,0
Mirador,PR,Sul,2024,71.89,0
Campo Grande,AL,Nordeste,2024,56.21,0
Prado,BA,Nordeste,2024,41.65,1
Treviso,SC,Sul,2024,70.42,0
Rio do Antônio,BA,Nordeste,2024,65.42,0
Augusto Pestana,RS,Sul,2024,80.0,0
Arantina,MG,Sudeste,2024,75.76,0
Ortigueira,PR,Sul,2024,65.49,0
Coqueiros do Sul,RS,Sul,2024,80.0,0
Caxambu,MG,Sudeste,2024,76.93,0
Barra de São Francisco,ES,Sudeste,2024,78.66,0
Recreio,MG,Sudeste,2024,73.4,0
Mata Verde,MG,Sudeste,2024,59.04,0
Miravânia,MG,Sudeste,2024,46.9,0
Muçum,RS,Sul,2024,55.68,0
Bonito de Minas,MG,Sudeste,2024,66.87,0
Sede Nova,RS,Sul,2024,80.0,0
Maria Helena,PR,Sul,2024,67.2,0
Tamboara,PR,Sul,2024,52.89,0
Nova Itaberaba,SC,Sul,2024,69.44,1
Quatipuru,PA,Norte,2024,53.99,0
Juruá,AM,Norte,2024,46.8,0
Miraselva,PR,Sul,2024,77.49,0
Ferreira Gomes,AP,Norte,2024,74.45,0
Inhapi,AL,Nordeste,2024,67.49,0
Mata,RS,Sul,2024,67.91,0
São Pedro do Butiá,RS,Sul,2024,80.0,0
Santa Maria do Salto,MG,Sudeste,2024,52.64,0
Muitos Capões,RS,Sul,2024,70.55,0
Morro Redondo,RS,Sul,2024,74.06,0
Simão Pereira,MG,Sudeste,2024,14.14,1
Barão,RS,Sul,2024,80.0,0
Irani,SC,Sul,2024,74.83,0
Descanso,SC,Sul,2024,80.0,0
Lagoão,RS,Sul,2024,80.0,0
Janduís,RN,Nordeste,2024,30.69,1
Condor,RS,Sul,2024,80.0,1
Bonito de Minas,MG,Sudeste,2024,66.87,0
Urupema,SC,Sul,2024,80.0,0
Juripiranga,PB,Nordeste,2024,55.28,0
Chapada,RS,Sul,2024,76.02,0
Pau D'Arco do Piauí,PI,Nordeste,2024,80.0,0
Paim Filho,RS,Sul,2024,79.11,0
Roque Gonzales,RS,Sul,2024,76.36,0
Caseiros,RS,Sul,2024,80.0,0
Carmo do Paranaíba,MG,Sudeste,2024,71.94,1
Angico,TO,Norte,2024,46.41,1
Padre Paraíso,MG,Sudeste,2024,54.04,0
Amapá do Maranhão,MA,Nordeste,2024,30.17,1
Itinga,MG,Sudeste,2024,56.85,0
Palestina do Pará,PA,Norte,2024,40.66,1
São Martinho,SC,Sul,2024,69.93,0
Ilhéus,BA,Nordeste,2024,39.22,1
Rio Bonito do Iguaçu,PR,Sul,2024,80.0,0
Comendador Gomes,MG,Sudeste,2024,42.41,1
São Valério do Sul,RS,Sul,2024,72.78,0
Barra Funda,RS,Sul,2024,70.55,0
São Miguel do Aleixo,SE,Nordeste,2024,45.06,1
Sagrada Família,RS,Sul,2024,78.98,0
Nova Aliança do Ivaí,PR,Sul,2024,44.57,0
São Félix de Balsas,MA,Nordeste,2024,49.59,0
Pau D'Arco,PA,Norte,2024,55.49,0
Novo Tiradentes,RS,Sul,2024,72.78,0
Salinas,MG,Sudeste,2024,74.1,1
Piraquê,TO,Norte,2024,33.29,1
Boquim,SE,Nordeste,2024,29.96,1
Nilo Peçanha,BA,Nordeste,2024,42.73,1
Cachoeirinha,TO,Norte,2024,34.72,1
Marques de Souza,RS,Sul,2024,76.49,0
Riqueza,SC,Sul,2024,80.0,0
Penedo,AL,Nordeste,2024,47.02,1
Boa Vista do Ramos,AM,Norte,2024,33.37,1
Cambará do Sul,RS,Sul,2024,63.31,0
Terra Alta,PA,Norte,2024,48.0,1
Uirapuru,GO,Centro-Oeste,2024,45.24,1
Ourém,PA,Norte,2024,53.68,0
Cândido Godói,RS,Sul,2024,76.2,0
Tuparendi,RS,Sul,2024,80.0,0
Capanema,PA,Norte,2024,64.97,0
Ibiaçá,RS,Sul,2024,71.87,0
Boa Vista do Buricá,RS,Sul,2024,80.0,0
Carlos Gomes,RS,Sul,2024,58.77,0
Três Palmeiras,RS,Sul,2024,80.0,0
Itatiaiuçu,MG,Sudeste,2024,73.57,0
Cachoeira do Arari,PA,Norte,2024,56.72,1
Guaporema,PR,Sul,2024,80.0,0
Cumbe,SE,Nordeste,2024,49.89,1
Borda da Mata,MG,Sudeste,2024,67.91,1
Gameleiras,MG,Sudeste,2024,47.75,1
Cuparaque,MG,Sudeste,2024,80.0,0
Igarapé-Açu,PA,Norte,2024,39.7,1
Ciríaco,RS,Sul,2024,80.0,1
Piedade de Ponte Nova,MG,Sudeste,2024,41.95,1
Palmeira,SC,Sul,2024,69.23,0
Morrinhos do Sul,RS,Sul,2024,80.0,0
Vicentina,MS,Centro-Oeste,2024,67.77,0
Pimenteiras do Oeste,RO,Norte,2024,58.95,0
Fortaleza dos Valos,RS,Sul,2024,80.0,0
Bom Jardim,MA,Nordeste,2024,80.0,0
Anastácio,MS,Centro-Oeste,2024,34.56,1
Benevides,PA,Norte,2024,63.8,0
Rancho Queimado,SC,Sul,2024,73.86,1
Kaloré,PR,Sul,2024,80.0,0
Quartel Geral,MG,Sudeste,2024,48.47,1
Santa Maria do Salto,MG,Sudeste,2024,52.64,1
Chalé,MG,Sudeste,2024,80.0,0
Castanheiras,RO,Norte,2024,71.71,0
Morrinhos do Sul,RS,Sul,2024,80.0,0
Muitos Capões,RS,Sul,2024,70.55,1
Augusto Pestana,RS,Sul,2024,80.0,0
Caldazinha,GO,Centro-Oeste,2024,73.27,0
Victor Graeff,RS,Sul,2024,80.0,0
Itaú,RN,Nordeste,2024,57.42,0
Morrinhos do Sul,RS,Sul,2024,80.0,0
São Thomé das Letras,MG,Sudeste,2024,80.0,1
Santa Rita de Minas,MG,Sudeste,2024,64.4,0
Barra Funda,RS,Sul,2024,70.55,0
São José das Missões,RS,Sul,2024,78.67,0
Barra Bonita,SC,Sul,2024,54.93,1
Senhora do Porto,MG,Sudeste,2024,52.0,1
Jutaí,AM,Norte,2024,43.26,1
Cambará do Sul,RS,Sul,2024,63.31,0
Vespasiano Correa,RS,Sul,2024,80.0,0
Itamarati,AM,Norte,2024,72.11,1
São João da Mata,MG,Sudeste,2024,78.4,0
Conceição da Barra,ES,Sudeste,2024,74.67,0
Setubinha,MG,Sudeste,2024,53.85,1
Piraúba,MG,Sudeste,2024,75.54,0
Carvalhos,MG,Sudeste,2024,80.0,0
Santa Maria do Salto,MG,Sudeste,2024,52.64,1
Itapemirim,ES,Sudeste,2024,64.07,1
Pedro Osório,RS,Sul,2024,69.69,0
Joaquim Felício,MG,Sudeste,2024,56.95,1
Ribeira,SP,Sudeste,2024,65.71,0
Ibituruna,MG,Sudeste,2024,63.8,1
Ribeirópolis,SE,Nordeste,2024,40.54,1
Itaguaçu,ES,Sudeste,2024,74.88,1
Formoso,MG,Sudeste,2024,64.21,1
Vargem Bonita,SC,Sul,2024,66.82,1
Catuji,MG,Sudeste,2024,42.58,1
São José do Cerrito,SC,Sul,2024,77.0,0
Rancho Alegre D'Oeste,PR,Sul,2024,78.33,0
Monte Azul,MG,Sudeste,2024,80.0,0
Jaboticaba,RS,Sul,2024,80.0,0
Áurea,RS,Sul,2024,80.0,1
Guajará-Mirim,RO,Norte,2024,47.82,1
Faria Lemos,MG,Sudeste,2024,21.31,1
Bom Sucesso do Sul,PR,Sul,2024,80.0,0
Colorado,RS,Sul,2024,66.33,1
Quedas do Iguaçu,PR,Sul,2024,73.0,0
Novo Horizonte do Sul,MS,Centro-Oeste,2024,52.69,1
São Gabriel do Oeste,MS,Centro-Oeste,2024,56.9,1
Bom Progresso,RS,Sul,2024,60.19,1
São Pedro do Paraná,PR,Sul,2024,73.2,1
Ariranha do Ivaí,PR,Sul,2024,76.27,0
Serra Redonda,PB,Nordeste,2024,21.09,1
Gentil,RS,Sul,2024,80.0,1
Fraiburgo,SC,Sul,2024,68.73,1
Passos Maia,SC,Sul,2024,54.31,1
Leópolis,PR,Sul,2024,80.0,1
Palma,MG,Sudeste,2024,34.19,1
Colorado,RS,Sul,2024,66.33,1
Iúna,ES,Sudeste,2024,73.2,1
Aracitaba,MG,Sudeste,2024,80.0,1
Fronteira dos Vales,MG,Sudeste,2024,43.82,1
Ubiretama,RS,Sul,2024,80.0,0
Olímpio Noronha,MG,Sudeste,2024,65.19,1
Angélica,MS,Centro-Oeste,2024,80.0,0
Israelândia,GO,Centro-Oeste,2024,80.0,1
Santa Cecília do Pavão,PR,Sul,2024,80.0,1
Buriticupu,MA,Nordeste,2024,45.58,1
Colorado,RS,Sul,2024,66.33,1
Monte Formoso,MG,Sudeste,2024,54.82,1
Reduto,MG,Sudeste,2024,45.77,1
Altamira do Maranhão,MA,Nordeste,2024,80.0,0
Poço Redondo,SE,Nordeste,2024,23.75,1
Piranhas,AL,Nordeste,2024,31.96,0
Curaçá,BA,Nordeste,2024,36.77,0
Garrafão do Norte,PA,Norte,2024,44.45,0
Catende,PE,Nordeste,2024,50.3,0
Augusto Corrêa,PA,Norte,2024,44.99,0
Santa Bárbara do Pará,PA,Norte,2024,44.15,1
Itiúba,BA,Nordeste,2024,34.97,0
Itambé,BA,Nordeste,2024,29.39,0
Santa Maria da Vitória,BA,Nordeste,2024,39.29,0
Barra,BA,Nordeste,2024,34.04,0
São João de Pirabas,PA,Norte,2024,36.94,1
Guajará-Mirim,RO,Norte,2024,47.82,0
São Benedito do Rio Preto,MA,Nordeste,2024,52.21,0
Cachoeira do Arari,PA,Norte,2024,56.72,0
Uarini,AM,Norte,2024,19.75,0
Guajará-Mirim,RO,Norte,2024,47.82,0
Cachoeira do Arari,PA,Norte,2024,56.72,0
Santa Maria das Barreiras,PA,Norte,2024,58.01,0
Cerro Azul,PR,Sul,2024,58.95,0
Cardoso Moreira,RJ,Sudeste,2024,38.93,0
Queimadas,BA,Nordeste,2024,34.54,0
Teofilândia,BA,Nordeste,2024,35.23,0
Faro,PA,Norte,2024,55.82,0
Viseu,PA,Norte,2024,41.1,0
Juruá,AM,Norte,2024,46.8,1
Maracanã,PA,Norte,2024,69.99,0
Esplanada,BA,Nordeste,2024,26.95,0
São Francisco do Conde,BA,Nordeste,2024,37.11,0
Jucati,PE,Nordeste,2024,49.83,1
Barcelos,AM,Norte,2024,53.75,0
Rodelas,BA,Nordeste,2024,30.48,0
Ribeira do Amparo,BA,Nordeste,2024,35.87,0
Japeri,RJ,Sudeste,2024,45.46,0
Mangaratiba,RJ,Sudeste,2024,52.84,0
Ourém,PA,Norte,2024,53.68,0
Moju,PA,Norte,2024,39.09,0
Itabela,BA,Nordeste,2024,38.14,0
Jacundá,PA,Norte,2024,46.69,0
Mirinzal,MA,Nordeste,2024,80.0,0
Ubaitaba,BA,Nordeste,2024,36.89,0
Caldeirão Grande,BA,Nordeste,2024,28.45,0
Maracaçumé,MA,Nordeste,2024,61.61,0
Rodelas,BA,Nordeste,2024,30.48,0
Primavera,PA,Norte,2024,54.05,0
Conceição da Feira,BA,Nordeste,2024,38.68,0
Sento Sé,BA,Nordeste,2024,33.62,0
Brejo Grande,SE,Nordeste,2024,34.46,1
Mesquita,RJ,Sudeste,2024,44.32,0
Santo Amaro do Maranhão,MA,Nordeste,2024,40.2,0
Buerarema,BA,Nordeste,2024,31.49,0
Novo Lino,AL,Nordeste,2024,34.56,1
Bela Vista do Paraíso,PR,Sul,2024,64.18,0
Alenquer,PA,Norte,2024,43.05,0
São Gabriel da Cachoeira,AM,Norte,2024,43.12,0
Ourém,PA,Norte,2024,53.68,1
São Vicente Ferrer,PE,Nordeste,2024,53.76,0
Santa Bárbara,BA,Nordeste,2024,28.15,1
Alenquer,PA,Norte,2024,43.05,0
Palmital,PR,Sul,2024,75.15,0
Iaçu,BA,Nordeste,2024,30.13,0
Souto Soares,BA,Nordeste,2024,32.71,0
Pilão Arcado,BA,Nordeste,2024,31.12,0
Santo Antônio do Içá,AM,Norte,2024,63.05,0
Curralinho,PA,Norte,2024,32.28,0
Ponte Nova,MG,Sudeste,2024,57.17,1
Buerarema,BA,Nordeste,2024,31.49,0
Campo do Brito,SE,Nordeste,2024,45.54,0
Francisco Sá,MG,Sudeste,2024,47.71,0
Amapá,AP,Norte,2024,38.23,0
São João de Meriti,RJ,Sudeste,2024,44.12,0
Jussara,BA,Nordeste,2024,30.4,1
Santa Luzia do Itanhy,SE,Nordeste,2024,33.12,0
Barro Alto,BA,Nordeste,2024,31.51,0
São Sebastião do Uatumã,AM,Norte,2024,56.43,0
Juruá,AM,Norte,2024,46.8,1
Campo Florido,MG,Sudeste,2024,76.57,0
Porto da Folha,SE,Nordeste,2024,30.74,0
Pacatuba,SE,Nordeste,2024,23.74,1
Formosa do Rio Preto,BA,Nordeste,2024,26.73,1
Porto de Pedras,AL,Nordeste,2024,37.21,0
Fátima,BA,Nordeste,2024,48.48,1
Novo Aripuanã,AM,Norte,2024,80.0,0
Aporá,BA,Nordeste,2024,24.7,0
Utinga,BA,Nordeste,2024,40.69,0
Amapá,AP,Norte,2024,38.23,0
Florestópolis,PR,Sul,2024,66.94,0
Arauá,SE,Nordeste,2024,38.07,0
Itarantim,BA,Nordeste,2024,44.64,0
Mairi,BA,Nordeste,2024,46.99,0
Gravatá,PE,Nordeste,2024,48.26,0
Tomé-Açu,PA,Norte,2024,53.23,0
Porto da Folha,SE,Nordeste,2024,30.74,0
Catanduvas,PR,Sul,2024,68.32,0
Andorinha,BA,Nordeste,2024,39.88,0
Coari,AM,Norte,2024,45.17,0
Ribeirópolis,SE,Nordeste,2024,40.54,1
Nova Iguaçu,RJ,Sudeste,2024,40.13,0
Piaçabuçu,AL,Nordeste,2024,38.74,1
Laranjeiras,SE,Nordeste,2024,23.05,1
Itaparica,BA,Nordeste,2024,44.71,0
Chorrochó,BA,Nordeste,2024,41.36,0
Cotegipe,BA,Nordeste,2024,46.95,0
Nova Olinda do Norte,AM,Norte,2024,56.11,0
Itororó,BA,Nordeste,2024,52.72,0
São João do Araguaia,PA,Norte,2024,40.49,0
Condado,PE,Nordeste,2024,51.14,0
Conceição do Araguaia,PA,Norte,2024,45.08,1
Maraã,AM,Norte,2024,28.09,1
Ibirapitanga,BA,Nordeste,2024,38.26,0
Tupanciretã,RS,Sul,2024,73.19,0
Itacoatiara,AM,Norte,2024,51.78,0
Bragança,PA,Norte,2024,48.67,0
Campo do Brito,SE,Nordeste,2024,45.54,0
Ibititá,BA,Nordeste,2024,33.31,0
Boquira,BA,Nordeste,2024,45.8,0
Pantano Grande,RS,Sul,2024,73.69,0
Nova Mamoré,RO,Norte,2024,65.81,0
Parintins,AM,Norte,2024,56.53,0
Bodocó,PE,Nordeste,2024,50.85,0
Conceição do Araguaia,PA,Norte,2024,45.08,1
Viamão,RS,Sul,2024,62.36,0
Santo Antônio do Içá,AM,Norte,2024,63.05,0
Tonantins,AM,Norte,2024,51.45,0
Itaguaí,RJ,Sudeste,2024,48.08,0
Jeremoabo,BA,Nordeste,2024,34.24,0
Vigia,PA,Norte,2024,36.87,1
Urbano Santos,MA,Nordeste,2024,77.24,0
Afuá,PA,Norte,2024,37.86,1
Pirapemas,MA,Nordeste,2024,80.0,0
Igarapé-Açu,PA,Norte,2024,39.7,1
Itagibá,BA,Nordeste,2024,43.51,1
Nova Olinda do Norte,AM,Norte,2024,56.11,0
Maraã,AM,Norte,2024,28.09,1
Jutaí,AM,Norte,2024,43.26,0
Barreirinha,AM,Norte,2024,36.81,0
Riachuelo,RN,Nordeste,2024,47.19,0
Delmiro Gouveia,AL,Nordeste,2024,38.15,0
Alvorada do Norte,GO,Centro-Oeste,2024,67.1,0
Apicum-Açu,MA,Nordeste,2024,38.52,1
Miguel Calmon,BA,Nordeste,2024,53.06,0
Boa Vista da Aparecida,PR,Sul,2024,73.58,0
Perobal,PR,Sul,2024,61.32,1
Canavieiras,BA,Nordeste,2024,36.12,0
Nova Olinda do Norte,AM,Norte,2024,56.11,0
Colares,PA,Norte,2024,58.64,0
Aquidabã,SE,Nordeste,2024,28.59,0
Morpará,BA,Nordeste,2024,38.78,0
Caraíbas,BA,Nordeste,2024,52.02,0
Amaturá,AM,Norte,2024,65.52,0
Bonfim do Piauí,PI,Nordeste,2024,55.47,0
Barro Preto,BA,Nordeste,2024,45.64,0
Rio Real,BA,Nordeste,2024,47.13,0
Cristinápolis,SE,Nordeste,2024,31.96,1
Centro Novo do Maranhão,MA,Nordeste,2024,46.3,0
Belford Roxo,RJ,Sudeste,2024,41.51,0
Ribeirópolis,SE,Nordeste,2024,40.54,0
Rondon,PR,Sul,2024,70.28,0
Igarapé-Miri,PA,Norte,2024,43.33,0
Sidrolândia,MS,Centro-Oeste,2024,42.85,0
Guajará,AM,Norte,2024,64.85,0
Baixa Grande,BA,Nordeste,2024,42.94,0
Baião,PA,Norte,2024,34.71,1
Moita Bonita,SE,Nordeste,2024,49.05,1
Ponta de Pedras,PA,Norte,2024,45.11,1
Maiquinique,BA,Nordeste,2024,36.93,0
Novo Aripuanã,AM,Norte,2024,80.0,0
Nhamundá,AM,Norte,2024,67.18,0
Conceição de Macabu,RJ,Sudeste,2024,54.71,1
Maraã,AM,Norte,2024,28.09,1
Santana do São Francisco,SE,Nordeste,2024,36.03,0
Taquari,RS,Sul,2024,54.6,0
Pinheiro Machado,RS,Sul,2024,69.19,0
Canarana,BA,Nordeste,2024,36.34,0
Frei Paulo,SE,Nordeste,2024,26.27,1
Itaporanga d'Ajuda,SE,Nordeste,2024,31.53,1
Melgaço,PA,Norte,2024,44.48,0
Nossa Senhora do Socorro,SE,Nordeste,2024,26.93,1
Ibicuí,BA,Nordeste,2024,62.43,0
Uibaí,BA,Nordeste,2024,40.0,0
Taquari,RS,Sul,2024,54.6,0
Aracatu,BA,Nordeste,2024,47.99,0
São Félix,BA,Nordeste,2024,39.05,0
Araci,BA,Nordeste,2024,27.37,0
Passo de Camaragibe,AL,Nordeste,2024,48.06,0
Feira Nova,SE,Nordeste,2024,36.69,0
Mocajuba,PA,Norte,2024,38.95,0
Poço das Trincheiras,AL,Nordeste,2024,40.27,1
Saúde,BA,Nordeste,2024,21.63,0
Muaná,PA,Norte,2024,42.83,0
Escada,PE,Nordeste,2024,58.74,0
São Geraldo do Araguaia,PA,Norte,2024,51.94,1
Senhor do Bonfim,BA,Nordeste,2024,27.01,0
São Fidélis,RJ,Sudeste,2024,46.08,1
Senador Amaral,MG,Sudeste,2024,71.75,0
Estância,SE,Nordeste,2024,40.81,0
Japaratuba,SE,Nordeste,2024,48.16,1
Barcelos,AM,Norte,2024,53.75,0
Barreirinha,AM,Norte,2024,36.81,0
Dom Feliciano,RS,Sul,2024,63.01,0
Queimados,RJ,Sudeste,2024,44.56,0
Magé,RJ,Sudeste,2024,51.74,0
Arinos,MG,Sudeste,2024,50.89,1
Engenheiro Paulo de Frontin,RJ,Sudeste,2024,65.8,0
Oriximiná,PA,Norte,2024,41.32,0
