municipio,uf,meta,resultado,diferenca,ano
Lagoa do Sítio,PI,18.93,62.96,44.03,2024
Taquaruçu do Sul,RS,80.0,81.5,1.5,2024
Porangaba,SP,71.51,60.38,-11.130000000000003,2024
Entre Rios de Minas,MG,80.0,88.18,8.180000000000007,2024
Ubirajara,SP,53.91,56.25,2.3400000000000034,2024
Barra do Bugres,MT,55.71,72.78,17.07,2024
Olímpia,SP,64.26,74.72,10.459999999999994,2024
Capitólio,MG,80.0,95.0,15.0,2024
Cambuquira,MG,71.0,85.08,14.079999999999998,2024
São Pedro do Piauí,PI,54.3,67.14,12.840000000000003,2024
Santo Antônio da Alegria,SP,54.65,67.18,12.530000000000008,2024
Morada Nova,CE,73.22,76.09,2.8700000000000045,2024
Vieiras,MG,55.31,74.62,19.310000000000002,2024
Saudades,SC,80.0,82.27,2.269999999999996,2024
Campo Largo do Piauí,PI,24.57,64.31,39.74,2024
Bias Fortes,MG,70.55,100.0,29.450000000000003,2024
Cruzeta,RN,56.46,50.0,-6.460000000000001,2024
Caucaia,CE,69.14,68.34,-0.7999999999999972,2024
Tejupá,SP,74.41,59.38,-15.029999999999994,2024
São João da Urtiga,RS,77.05,81.3,4.25,2024
Bom Retiro do Sul,RS,78.46,68.8,-9.659999999999997,2024
Dom Bosco,MG,59.62,75.0,15.380000000000003,2024
Protásio Alves,RS,79.98,75.0,-4.980000000000004,2024
Ametista do Sul,RS,54.07,70.8,16.729999999999997,2024
Valparaíso,SP,66.97,70.44,3.469999999999999,2024
Rosana,SP,62.92,78.64,15.719999999999999,2024
Pratânia,SP,60.03,56.48,-3.5500000000000043,2024
Caconde,SP,71.78,70.02,-1.7600000000000051,2024
Arapuá,MG,80.0,92.02,12.019999999999996,2024
Nossa Senhora do Livramento,MT,70.38,68.24,-2.1400000000000006,2024
Cocalzinho de Goiás,GO,79.6,88.6,9.0,2024
Moeda,MG,78.2,90.58,12.379999999999995,2024
Capitão Gervásio Oliveira,PI,67.7,77.36,9.659999999999997,2024
Amparo,SP,56.97,69.94,12.969999999999999,2024
Carnaubeira da Penha,PE,80.0,100.0,20.0,2024
Acopiara,CE,65.49,64.59,-0.8999999999999915,2024
Itamarandiba,MG,62.57,86.77,24.199999999999996,2024
Capão do Cipó,RS,80.0,71.8,-8.200000000000003,2024
Itainópolis,PI,75.05,73.67,-1.3799999999999955,2024
Sumaré,SP,57.39,74.04,16.650000000000006,2024
Nipoã,SP,80.0,80.24,0.23999999999999488,2024
Olho d'Água,PB,66.76,91.23,24.47,2024
Pescador,MG,80.0,77.59,-2.4099999999999966,2024
Apuiarés,CE,80.0,74.45,-5.549999999999997,2024
Papanduva,SC,72.03,95.56,23.53,2024
Santo Afonso,MT,56.69,76.83,20.14,2024
Bom Jesus da Penha,MG,55.99,87.21,31.21999999999999,2024
Lucrécia,RN,7.94,42.86,34.92,2024
Patis,MG,77.38,61.9,-15.479999999999997,2024
Lagoão,RS,80.0,81.0,1.0,2024
Viçosa,RN,62.42,61.9,-0.5200000000000031,2024
Lagoa Santa,GO,80.0,76.19,-3.8100000000000023,2024
Alvarenga,MG,45.84,85.42,39.58,2024
Jacutinga,RS,80.0,61.9,-18.1,2024
Nova Bassano,RS,78.22,85.7,7.480000000000004,2024
Rio Formoso,PE,80.0,90.91,10.909999999999997,2024
Areiópolis,SP,73.52,75.02,1.5,2024
Jerumenha,PI,33.53,75.31,41.78,2024
Monte Castelo,SP,68.66,94.29,25.63000000000001,2024
Cabeceiras,GO,71.31,93.81,22.5,2024
Guaraíta,GO,73.75,95.32,21.569999999999993,2024
Monte Alegre do Piauí,PI,69.24,57.85,-11.389999999999993,2024
Ubarana,SP,63.84,74.44,10.599999999999994,2024
Lavras da Mangabeira,CE,76.08,74.29,-1.789999999999992,2024
Ouro Fino,MG,66.49,85.47,18.980000000000004,2024
Araponga,MG,52.43,93.59,41.160000000000004,2024
Caucaia,CE,69.14,69.01,-0.12999999999999545,2024
Brazópolis,MG,55.66,79.14,23.480000000000004,2024
Palmitinho,RS,80.0,77.8,-2.200000000000003,2024
Santana da Vargem,MG,67.34,87.45,20.11,2024
Carmo de Minas,MG,60.43,96.15,35.720000000000006,2024
Dolcinópolis,SP,77.13,65.38,-11.75,2024
Monções,SP,80.0,80.77,0.769999999999996,2024
Tupiratins,TO,32.22,53.85,21.630000000000003,2024
Presidente Bernardes,SP,66.81,79.72,12.909999999999997,2024
Guarani,MG,80.0,77.84,-2.1599999999999966,2024
Brunópolis,SC,68.83,74.41,5.579999999999998,2024
Bela Vista da Caroba,PR,77.31,88.13,10.819999999999993,2024
Ararendá,CE,80.0,99.34,19.340000000000003,2024
Meruoca,CE,80.0,98.21,18.209999999999994,2024
Britânia,GO,80.0,92.82,12.819999999999993,2024
Ipaporanga,CE,80.0,99.16,19.159999999999997,2024
Quintana,SP,56.38,64.71,8.329999999999991,2024
Promissão,SP,69.41,73.51,4.1000000000000085,2024
Mauá,SP,51.29,73.14,21.85,2024
Presidente Epitácio,SP,53.56,74.19,20.629999999999995,2024
Oratórios,MG,74.81,82.24,7.429999999999993,2024
Jatobá do Piauí,PI,74.79,95.24,20.44999999999999,2024
Rubiataba,GO,77.9,87.69,9.789999999999992,2024
Prados,MG,74.26,93.22,18.959999999999994,2024
Castelândia,GO,80.0,91.3,11.299999999999997,2024
Boa Vista do Buricá,RS,80.0,74.0,-6.0,2024
Palmeirópolis,TO,53.03,77.41,24.379999999999995,2024
Parelhas,RN,49.2,76.51,27.310000000000002,2024
São Miguel Arcanjo,SP,60.81,73.78,12.969999999999999,2024
Conchas,SP,52.67,69.48,16.810000000000002,2024
Matinhas,PB,79.38,72.67,-6.709999999999994,2024
Nova Luzitânia,SP,78.23,73.33,-4.900000000000006,2024
Machados,PE,80.0,96.75,16.75,2024
Bayeux,PB,40.74,56.42,15.68,2024
Pedra Branca,CE,80.0,99.7,19.700000000000003,2024
Mauá,SP,51.29,73.8,22.509999999999998,2024
Auriflama,SP,70.43,77.87,7.439999999999998,2024
Iracema,CE,80.0,84.18,4.180000000000007,2024
Portalegre,RN,55.67,65.36,9.689999999999998,2024
Novo Planalto,GO,80.0,94.54,14.540000000000006,2024
Vianópolis,GO,80.0,89.5,9.5,2024
Santa Bárbara do Tugúrio,MG,55.44,90.92,35.480000000000004,2024
Senhora de Oliveira,MG,79.39,86.42,7.030000000000001,2024
Cândido Mota,SP,73.87,74.51,0.6400000000000006,2024
Senador Alexandre Costa,MA,80.0,96.12,16.120000000000005,2024
Icém,SP,74.38,81.32,6.939999999999998,2024
Guariba,SP,71.35,78.67,7.320000000000007,2024
Ijaci,MG,73.92,82.9,8.980000000000004,2024
Eldorado,SP,65.24,75.19,9.950000000000003,2024
Itanhangá,MT,80.0,77.99,-2.010000000000005,2024
Fortaleza,CE,74.95,100.0,25.049999999999997,2024
Rio do Oeste,SC,80.0,20.0,-60.0,2024
Bonfinópolis de Minas,MG,80.0,60.0,-20.0,2024
Maximiliano de Almeida,RS,80.0,33.3,-46.7,2024
Vila Nova do Piauí,PI,80.0,100.0,20.0,2024
Frutuoso Gomes,RN,27.09,70.0,42.91,2024
Parobé,RS,61.51,46.7,-14.809999999999995,2024
Mirante do Paranapanema,SP,80.0,86.67,6.670000000000002,2024
Rodolfo Fernandes,RN,38.22,60.0,21.78,2024
Ouro Verde,SC,50.27,66.67,16.4,2024
Arneiroz,CE,74.62,76.0,1.3799999999999955,2024
São Miguel da Baixa Grande,PI,31.36,80.0,48.64,2024
Abre Campo,MG,80.0,86.67,6.670000000000002,2024
Lagoa Santa,MG,64.72,96.0,31.28,2024
Estrela do Sul,MG,52.24,90.0,37.76,2024
Irapuã,SP,71.24,76.62,5.38000000000001,2024
Guararapes,SP,61.81,71.91,10.099999999999994,2024
São João do Piauí,PI,50.09,65.25,15.159999999999997,2024
Guaimbê,SP,80.0,83.39,3.3900000000000006,2024
Guará,SP,69.43,76.27,6.839999999999989,2024
Taboleiro Grande,RN,51.04,73.08,22.04,2024
Itati,RS,52.69,71.4,18.710000000000008,2024
Desterro do Melo,MG,70.08,96.43,26.35000000000001,2024
Esperantina,PI,60.81,73.13,12.319999999999993,2024
Fortaleza,CE,74.95,75.03,0.0799999999999983,2024
Fortaleza,CE,74.95,74.81,-0.14000000000000057,2024
Santo Antônio do Jardim,SP,72.81,72.45,-0.35999999999999943,2024
Arcos,MG,79.0,88.86,9.86,2024
Laranja da Terra,ES,80.0,89.86,9.86,2024
Quixaba,PE,80.0,87.04,7.040000000000006,2024
Matão,SP,66.95,71.72,4.769999999999996,2024
Apiaí,SP,70.29,74.62,4.329999999999998,2024
Espírito Santo do Pinhal,SP,67.8,75.49,7.689999999999998,2024
Araponga,MG,52.43,93.2,40.77,2024
Caridade,CE,80.0,98.73,18.730000000000004,2024
Braúnas,MG,73.45,63.3,-10.150000000000006,2024
Rio dos Índios,RS,80.0,78.8,-1.2000000000000028,2024
Agricolândia,PI,39.55,60.23,20.68,2024
Glória D'Oeste,MT,80.0,83.78,3.780000000000001,2024
Igaraçu do Tietê,SP,70.4,77.29,6.890000000000001,2024
Caconde,SP,71.78,75.94,4.159999999999997,2024
Barra D'Alcântara,PI,64.23,93.18,28.950000000000003,2024
Águia Branca,ES,80.0,94.55,14.549999999999997,2024
Pacatuba,CE,76.63,78.36,1.730000000000004,2024
Saboeiro,CE,76.08,81.55,5.469999999999999,2024
Alegre,ES,69.0,94.37,25.370000000000005,2024
Jesúpolis,GO,80.0,100.0,20.0,2024
Sobral,CE,80.0,98.58,18.58,2024
Itapecerica,MG,73.56,84.46,10.899999999999991,2024
Santo André,SP,57.33,77.09,19.760000000000005,2024
Farias Brito,CE,80.0,96.0,16.0,2024
Massaranduba,SC,72.41,75.34,2.930000000000007,2024
Guararema,SP,67.24,76.97,9.730000000000004,2024
Rodeiro,MG,50.42,81.95,31.53,2024
Marcos Parente,PI,29.37,80.95,51.58,2024
Olho d'Água,PB,66.76,89.36,22.599999999999994,2024
Currais,PI,80.0,92.5,12.5,2024
Santa Maria da Serra,SP,55.23,86.98,31.750000000000007,2024
Alvinlândia,SP,75.18,91.84,16.659999999999997,2024
Córrego Fundo,MG,71.22,96.07,24.849999999999994,2024
Ingaí,MG,56.85,87.27,30.419999999999995,2024
Rio Pardo de Minas,MG,74.39,94.34,19.950000000000003,2024
Entre Rios de Minas,MG,80.0,91.72,11.719999999999999,2024
Birigui,SP,72.5,78.13,5.6299999999999955,2024
Riachão do Poço,PB,70.13,75.0,4.8700000000000045,2024
Peritiba,SC,80.0,87.5,7.5,2024
Guzolândia,SP,80.0,79.92,-0.0799999999999983,2024
Indaiabira,MG,60.09,89.58,29.489999999999995,2024
Mombuca,SP,59.84,74.25,14.409999999999997,2024
Jardim do Mulato,PI,61.92,77.0,15.079999999999998,2024
Santa Ernestina,SP,80.0,92.26,12.260000000000005,2024
Potengi,CE,80.0,91.04,11.040000000000006,2024
Arealva,SP,73.77,79.38,5.609999999999999,2024
Umbuzeiro,PB,44.74,79.38,34.63999999999999,2024
Santa Inês,MA,52.49,95.92,43.43,2024
Lagoa de São Francisco,PI,47.49,76.74,29.249999999999993,2024
Anchieta,SC,77.89,91.81,13.920000000000002,2024
Saltinho,SP,67.95,64.45,-3.5,2024
Coruripe,AL,80.0,92.03,12.030000000000001,2024
Itauçu,GO,80.0,94.51,14.510000000000005,2024
Carandaí,MG,73.09,92.1,19.00999999999999,2024
Santa Rosa do Sul,SC,59.55,68.42,8.870000000000005,2024
Oliveira de Fátima,TO,54.93,31.58,-23.35,2024
Fartura,SP,65.56,82.78,17.22,2024
Francinópolis,PI,78.27,84.21,5.939999999999998,2024
Nova Aurora,GO,20.79,84.21,63.419999999999995,2024
Cachoeira Dourada,MG,80.0,94.74,14.739999999999995,2024
Paulistânia,SP,44.71,73.68,28.970000000000006,2024
Capistrano,CE,77.99,87.35,9.36,2024
Gália,SP,79.07,66.68,-12.389999999999986,2024
Trizidela do Vale,MA,62.49,90.87,28.380000000000003,2024
Reriutaba,CE,80.0,98.5,18.5,2024
Coluna,MG,66.67,91.21,24.539999999999992,2024
Porto dos Gaúchos,MT,76.25,74.29,-1.9599999999999937,2024
Catiguá,SP,58.54,84.7,26.160000000000004,2024
Cumari,GO,76.76,72.73,-4.030000000000001,2024
Bernardo do Mearim,MA,19.1,87.88,68.78,2024
Rianápolis,GO,77.08,100.0,22.92,2024
Paula Cândido,MG,58.13,91.23,33.1,2024
Santa Carmem,MT,72.84,93.91,21.069999999999993,2024
Campestre de Goiás,GO,79.44,93.62,14.180000000000007,2024
Tejuçuoca,CE,80.0,80.16,0.1599999999999966,2024
Mococa,SP,51.87,81.57,29.699999999999996,2024
Central do Maranhão,MA,80.0,84.42,4.420000000000002,2024
Lins,SP,75.13,81.06,5.930000000000007,2024
Denise,MT,61.8,83.58,21.78,2024
Joaquim Pires,PI,59.6,81.27,21.669999999999995,2024
Valentim Gentil,SP,69.19,85.95,16.760000000000005,2024
Barra de São Miguel,PB,63.73,78.61,14.880000000000003,2024
Machado,MG,63.26,97.14,33.88,2024
Vitória Brasil,SP,68.83,100.0,31.17,2024
Erval Grande,RS,80.0,71.4,-8.599999999999994,2024
Moraújo,CE,80.0,92.86,12.86,2024
São Félix do Piauí,PI,42.27,64.29,22.020000000000003,2024
São Joaquim da Barra,SP,51.12,75.03,23.910000000000004,2024
Pequeri,MG,39.0,69.05,30.049999999999997,2024
Rubiácea,SP,57.81,82.14,24.33,2024
Glaucilândia,MG,60.93,71.43,10.500000000000007,2024
Paiva,MG,80.0,92.86,12.86,2024
Santo Antônio da Barra,GO,80.0,91.64,11.64,2024
Jardim,CE,78.19,70.8,-7.390000000000001,2024
Belo Vale,MG,80.0,97.32,17.319999999999993,2024
Sapezal,MT,71.39,84.38,12.989999999999995,2024
Quiterianópolis,CE,80.0,99.0,19.0,2024
Antônio Prado,RS,68.22,74.1,5.8799999999999955,2024
Jacobina do Piauí,PI,80.0,84.31,4.310000000000002,2024
Riachão,PB,56.97,70.37,13.400000000000006,2024
Itatira,CE,80.0,99.06,19.060000000000002,2024
Frecheirinha,CE,80.0,98.18,18.180000000000007,2024
Sertaneja,PR,80.0,90.98,10.980000000000004,2024
Estrela do Indaiá,MG,80.0,100.0,20.0,2024
Vicente Dutra,RS,73.49,70.1,-3.3900000000000006,2024
Franca,SP,61.42,82.87,21.450000000000003,2024
Quiterianópolis,CE,80.0,99.49,19.489999999999995,2024
Curvelo,MG,67.73,100.0,32.269999999999996,2024
Serra Grande,PB,46.27,70.82,24.54999999999999,2024
Dom Expedito Lopes,PI,77.56,76.45,-1.1099999999999994,2024
Alto Araguaia,MT,74.79,75.59,0.7999999999999972,2024
Bento de Abreu,SP,80.0,84.11,4.109999999999999,2024
Tapera,RS,64.43,88.1,23.669999999999987,2024
Barão de Antonina,SP,67.91,64.23,-3.6799999999999926,2024
Araripe,CE,76.18,77.22,1.039999999999992,2024
Dom Inocêncio,PI,80.0,87.27,7.269999999999996,2024
Afonso Cláudio,ES,80.0,91.7,11.700000000000003,2024
Ferros,MG,44.57,100.0,55.43,2024
Rio Verde,GO,80.0,89.88,9.879999999999995,2024
Lavínia,SP,64.99,59.08,-5.909999999999997,2024
Junqueirópolis,SP,77.4,80.44,3.039999999999992,2024
Santo Inácio do Piauí,PI,74.44,85.37,10.930000000000007,2024
Uruana,GO,76.25,97.73,21.480000000000004,2024
Monte Alegre de Goiás,GO,74.82,81.87,7.050000000000011,2024
Maurilândia,GO,78.69,83.79,5.1000000000000085,2024
Redenção do Gurguéia,PI,80.0,80.52,0.519999999999996,2024
Santa Rita do Novo Destino,GO,80.0,95.83,15.829999999999998,2024
Ametista do Sul,RS,54.07,72.9,18.830000000000005,2024
Palhano,CE,72.04,74.59,2.549999999999997,2024
Recife,PE,65.29,88.16,22.86999999999999,2024
Beberibe,CE,78.39,81.6,3.2099999999999937,2024
São Tiago,MG,80.0,92.5,12.5,2024
Granjeiro,CE,80.0,91.59,11.590000000000003,2024
Itaóca,SP,64.03,51.85,-12.18,2024
Baturité,CE,78.18,86.78,8.599999999999994,2024
Bacurituba,MA,80.0,100.0,20.0,2024
Lourdes,SP,74.94,72.22,-2.719999999999999,2024
Araújos,MG,74.92,88.5,13.579999999999998,2024
Redenção da Serra,SP,80.0,84.33,4.329999999999998,2024
Nova Canaã Paulista,SP,79.1,72.22,-6.8799999999999955,2024
Oliveira Fortes,MG,72.78,83.33,10.549999999999997,2024
Altair,SP,59.85,62.85,3.0,2024
Bálsamo,SP,80.0,83.51,3.510000000000005,2024
Hidrolândia,CE,80.0,96.11,16.11,2024
Oliveira,MG,54.71,96.4,41.690000000000005,2024
Piquet Carneiro,CE,80.0,100.0,20.0,2024
Paulicéia,SP,69.3,75.86,6.560000000000002,2024
Abaeté,MG,56.9,88.08,31.18,2024
Tombos,MG,60.67,80.55,19.879999999999995,2024
Arenópolis,GO,80.0,83.64,3.6400000000000006,2024
Cajueiro da Praia,PI,52.75,62.75,10.0,2024
Nova Santa Helena,MT,79.33,75.07,-4.260000000000005,2024
Palmares Paulista,SP,80.0,77.46,-2.5400000000000063,2024
São João do Arraial,PI,40.46,87.8,47.339999999999996,2024
Viçosa do Ceará,CE,80.0,90.22,10.219999999999999,2024
Tartarugalzinho,AP,39.04,90.52,51.48,2024
Ariranha,SP,66.43,87.22,20.789999999999992,2024
São João do Rio do Peixe,PB,48.11,72.85,24.739999999999995,2024
Matão,SP,66.95,77.01,10.060000000000002,2024
Borborema,SP,80.0,85.16,5.159999999999997,2024
Granja,CE,80.0,97.78,17.78,2024
Poranga,CE,80.0,100.0,20.0,2024
São João da Urtiga,RS,77.05,73.5,-3.549999999999997,2024
Aurora,CE,73.96,73.84,-0.11999999999999034,2024
Paial,SC,72.28,54.55,-17.730000000000004,2024
Piratuba,SC,80.0,83.99,3.989999999999995,2024
Dores do Turvo,MG,77.19,95.99,18.799999999999997,2024
Uruana de Minas,MG,58.52,80.0,21.479999999999997,2024
Coivaras,PI,78.41,94.47,16.060000000000002,2024
Quixeramobim,CE,80.0,98.76,18.760000000000005,2024
União dos Palmares,AL,80.0,94.75,14.75,2024
Santa Cruz,PB,57.29,86.28,28.990000000000002,2024
Santana do Acaraú,CE,80.0,98.26,18.260000000000005,2024
Ilha Solteira,SP,68.72,80.76,12.040000000000006,2024
Morrinhos,CE,80.0,97.77,17.769999999999996,2024
Nova Alvorada,RS,80.0,53.9,-26.1,2024
Açu,RN,48.18,30.77,-17.41,2024
Entre Rios do Sul,RS,79.55,92.3,12.75,2024
Monte Belo do Sul,RS,80.0,76.9,-3.0999999999999943,2024
Paverama,RS,66.28,69.2,2.9200000000000017,2024
Buritis,MG,56.75,76.92,20.17,2024
Pinheirinho do Vale,RS,80.0,76.9,-3.0999999999999943,2024
Irapuru,SP,80.0,96.0,16.0,2024
Caiçara,PB,58.17,72.22,14.049999999999997,2024
Alto Alegre,SP,63.01,71.82,8.809999999999995,2024
Alto Longá,PI,80.0,82.41,2.4099999999999966,2024
Guiricema,MG,50.41,82.89,32.480000000000004,2024
Cocal,PI,74.22,83.93,9.710000000000008,2024
Ceres,GO,80.0,94.51,14.510000000000005,2024
Nova Europa,SP,55.45,68.76,13.310000000000002,2024
Nova Esperança do Sul,RS,80.0,71.3,-8.700000000000003,2024
Boqueirão do Piauí,PI,80.0,77.1,-2.9000000000000057,2024
Vieirópolis,PB,35.36,64.36,29.0,2024
Choró,CE,80.0,95.42,15.420000000000002,2024
Piracicaba,SP,58.93,89.33,30.4,2024
Joca Claudino,PB,46.0,90.09,44.09,2024
Pacujá,CE,80.0,100.0,20.0,2024
Castelo do Piauí,PI,75.84,82.63,6.789999999999992,2024
Westfalia,RS,80.0,61.5,-18.5,2024
Campo Grande do Piauí,PI,80.0,95.8,15.799999999999997,2024
Três Marias,MG,70.22,81.09,10.870000000000005,2024
Camacho,MG,80.0,86.64,6.640000000000001,2024
Cabo Verde,MG,73.25,86.58,13.329999999999998,2024
Mucambo,CE,80.0,98.82,18.819999999999993,2024
Pacoti,CE,80.0,91.18,11.180000000000007,2024
Casa Grande,MG,70.55,94.12,23.570000000000007,2024
Riolândia,SP,80.0,84.72,4.719999999999999,2024
Acarape,CE,78.41,81.21,2.799999999999997,2024
Icapuí,CE,80.0,76.34,-3.6599999999999966,2024
Hugo Napoleão,PI,80.0,81.47,1.4699999999999989,2024
Alegrete do Piauí,PI,58.22,55.26,-2.960000000000001,2024
Ipiranga do Piauí,PI,80.0,95.83,15.829999999999998,2024
Parambu,CE,80.0,88.35,8.349999999999994,2024
Sanclerlândia,GO,78.37,91.82,13.449999999999989,2024
Onda Verde,SP,52.45,74.45,22.0,2024
Francisco Macedo,PI,62.8,95.24,32.44,2024
Nossa Senhora de Nazaré,PI,28.91,95.24,66.33,2024
Passagem,PB,79.59,66.67,-12.920000000000002,2024
Entre Rios do Oeste,PR,80.0,96.25,16.25,2024
Tartarugalzinho,AP,39.04,94.21,55.169999999999995,2024
Independência,CE,80.0,98.62,18.620000000000005,2024
Imaculada,PB,69.22,50.17,-19.049999999999997,2024
Mauriti,CE,80.0,84.55,4.549999999999997,2024
São José da Laje,AL,79.33,95.31,15.980000000000004,2024
Jaci,SP,59.85,68.06,8.21,2024
Ribeiro Gonçalves,PI,80.0,85.26,5.260000000000005,2024
Varjota,CE,80.0,98.06,18.060000000000002,2024
Armazém,SC,72.02,79.08,7.060000000000002,2024
Itaitinga,CE,80.0,85.11,5.109999999999999,2024
Martinópole,CE,80.0,99.24,19.239999999999995,2024
Matutina,MG,80.0,91.94,11.939999999999998,2024
Adelândia,GO,80.0,81.99,1.9899999999999949,2024
São João da Urtiga,RS,77.05,70.3,-6.75,2024
Jequiá da Praia,AL,55.12,95.65,40.53000000000001,2024
Simões,PI,70.36,86.03,15.670000000000002,2024
Monsenhor Tabosa,CE,80.0,99.36,19.36,2024
Maranhãozinho,MA,76.95,97.62,20.67,2024
Fortim,CE,80.0,93.28,13.280000000000001,2024
Acaraú,CE,80.0,97.71,17.709999999999994,2024
Santana do Mundaú,AL,80.0,97.67,17.67,2024
Descalvado,SP,62.78,80.62,17.840000000000003,2024
Nossa Senhora do Livramento,MT,70.38,80.17,9.790000000000006,2024
Tururu,CE,80.0,95.29,15.290000000000006,2024
Cocal dos Alves,PI,80.0,87.68,7.680000000000007,2024
Teixeira,PB,73.96,81.85,7.890000000000001,2024
Modelo,SC,80.0,94.86,14.86,2024
Candeias,MG,80.0,90.37,10.370000000000005,2024
Planalto da Serra,MT,62.17,90.32,28.14999999999999,2024
Santa Bárbara d'Oeste,SP,58.84,80.94,22.099999999999994,2024
Acaiaca,MG,80.0,73.93,-6.069999999999993,2024
Logradouro,PB,80.0,94.6,14.599999999999994,2024
Banabuiú,CE,80.0,76.25,-3.75,2024
Guaiúba,CE,73.87,79.83,5.959999999999994,2024
Nova Iguaçu de Goiás,GO,80.0,95.12,15.120000000000005,2024
Carnaubal,CE,80.0,83.8,3.799999999999997,2024
Uruburetama,CE,80.0,82.16,2.1599999999999966,2024
Camocim,CE,80.0,94.08,14.079999999999998,2024
Monsenhor Tabosa,CE,80.0,97.2,17.200000000000003,2024
Adolfo,SP,66.25,85.8,19.549999999999997,2024
Santana do Garambéu,MG,52.65,87.26,34.61000000000001,2024
Jeceaba,MG,69.58,88.66,19.08,2024
Cascavel,CE,80.0,82.6,2.5999999999999943,2024
Colômbia,SP,80.0,72.63,-7.3700000000000045,2024
Campos Sales,CE,80.0,82.79,2.7900000000000063,2024
Catarina,CE,79.35,81.25,1.9000000000000057,2024
Maçambará,RS,69.08,87.5,18.42,2024
Araponga,MG,52.43,91.67,39.24,2024
Santa Terezinha de Goiás,GO,80.0,96.08,16.08,2024
Santo Antônio do Pinhal,SP,48.8,73.68,24.88000000000001,2024
Maranguape,CE,79.79,81.66,1.8699999999999903,2024
Promissão,SP,69.41,79.12,9.710000000000008,2024
Novo Oriente,CE,80.0,100.0,20.0,2024
Palmácia,CE,80.0,94.31,14.310000000000002,2024
Carlinda,MT,48.49,98.95,50.46,2024
Aracati,CE,80.0,91.16,11.159999999999997,2024
Itapagé,CE,80.0,89.55,9.549999999999997,2024
Panelas,PE,77.3,94.53,17.230000000000004,2024
Abaiara,CE,80.0,91.49,11.489999999999995,2024
Afonso Cláudio,ES,80.0,95.4,15.400000000000006,2024
Tapiratiba,SP,57.9,79.51,21.610000000000007,2024
Barra Bonita,SP,61.33,80.01,18.680000000000007,2024
Nossa Senhora do Livramento,MT,70.38,82.05,11.670000000000002,2024
São Tiago,MG,80.0,94.92,14.920000000000002,2024
Pedra Lavrada,PB,76.28,83.68,7.400000000000006,2024
Salgadinho,PE,80.0,92.16,12.159999999999997,2024
Ibiapina,CE,80.0,97.38,17.379999999999995,2024
Pimenta,MG,73.93,94.39,20.459999999999994,2024
Madalena,CE,80.0,95.31,15.310000000000002,2024
Nova Palmeira,PB,62.84,76.75,13.909999999999997,2024
Senador Pompeu,CE,80.0,98.44,18.439999999999998,2024
Panorama,SP,80.0,92.54,12.540000000000006,2024
Montadas,PB,68.18,82.33,14.149999999999991,2024
Riacho Frio,PI,80.0,92.42,12.420000000000002,2024
Marcolândia,PI,80.0,89.66,9.659999999999997,2024
Mombaça,CE,80.0,93.51,13.510000000000005,2024
Maracanaú,CE,80.0,84.66,4.659999999999997,2024
Getulina,SP,54.54,68.1,13.559999999999995,2024
Monsenhor Tabosa,CE,80.0,91.38,11.379999999999995,2024
Córrego do Bom Jesus,MG,74.76,100.0,25.239999999999995,2024
Apiaí,SP,70.29,88.38,18.08999999999999,2024
Crato,CE,80.0,95.37,15.370000000000005,2024
Jaguaretama,CE,80.0,93.66,13.659999999999997,2024
Maracanaú,CE,80.0,84.92,4.920000000000002,2024
Amontada,CE,80.0,82.28,2.280000000000001,2024
Tauá,CE,80.0,92.01,12.010000000000005,2024
Jesuânia,MG,65.01,81.14,16.129999999999995,2024
Paramoti,CE,80.0,94.2,14.200000000000003,2024
São João da Varjota,PI,58.01,86.96,28.949999999999996,2024
Crixás do Tocantins,TO,36.17,82.61,46.44,2024
Varjão,GO,80.0,84.78,4.780000000000001,2024
Guarinos,GO,56.95,95.65,38.7,2024
